SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M2415,2,415,0.0954277911738174,0.49,1000,0.0349250842868588,0.0376161027831311,0.999991219874902,-0.199052405653276
M475,1,475,0.0956268101862227,0.498,1000,0.0349250842868588,0.0376128690266144,0.999991219874902,-0.194276021767223
M3855,2,1855,0.0956705286015204,0.4935,1000,0.0349250842868588,0.0376121596520136,0.999991219874902,0.197199831733997
M4788,3,788,0.0958157051247135,0.499,1000,0.0349250842868588,0.0376098065528819,0.999991219874902,0.190044861523347
M2639,2,639,0.0959145369087452,0.4775,1000,0.0349250842868588,0.0376082068578792,0.999991219874902,-0.193125858815677
M9397,5,1397,0.0960444393086611,0.4925,1000,0.0349250842868588,0.0376061069853113,0.999991219874902,-0.197729912647162
M5194,3,1194,0.0960616392363243,0.4985,1000,0.0349250842868588,0.037605829180731,0.999991219874902,-0.191820030823635
M8746,5,746,0.0961150720971501,0.4995,1000,0.0349250842868588,0.0376049665060368,0.999991219874902,-0.193484542644569
M6015,4,15,0.0961289339884428,0.496,1000,0.0349250842868588,0.0376047427909708,0.999991219874902,0.194459505603788
M2327,2,327,0.0966580326368596,0.4985,1000,0.0349250842868588,0.0375962299556771,0.999991219874902,-0.192594558557687
M3732,2,1732,0.0966612583862175,0.497,1000,0.0349250842868588,0.0375961782116525,0.999991219874902,-0.191626992481986
M6802,4,802,0.0967712676612142,0.4855,1000,0.0349250842868588,0.0375944146875076,0.999991219874902,-0.19603395280177
M2994,2,994,0.0968886551501302,0.4975,1000,0.0349250842868588,0.0375925352969791,0.999991219874902,0.193841762434772
M4818,3,818,0.096995434448454,0.4955,1000,0.0349250842868588,0.0375908279024361,0.999991219874902,0.19532475118973
M2026,2,26,0.0970680963737636,0.496,1000,0.0349250842868588,0.0375896672153417,0.999991219874902,-0.191311016976158
M9807,5,1807,0.0973169526095953,0.487,1000,0.0349250842868588,0.0375856992104435,0.999991219874902,0.197259607876788
M2839,2,839,0.0975877540633592,0.4755,1000,0.0349250842868588,0.0375813938571914,0.999991219874902,0.197181504945377
M4835,3,835,0.0975945717718012,0.494,1000,0.0349250842868588,0.0375812856338595,0.999991219874902,-0.194051624191104
M8299,5,299,0.0978320319893208,0.5,1000,0.0349250842868588,0.0375775213671445,0.999991219874902,0.192311249671434
M2911,2,911,0.0978584186832196,0.497,1000,0.0349250842868588,0.0375771036961329,0.999991219874902,0.192457835569201
M7095,4,1095,0.0979403486644226,0.4925,1000,0.0349250842868588,0.0375758076222646,0.999991219874902,0.194257453463649
M2684,2,684,0.0980302768462469,0.4805,1000,0.0349250842868588,0.0375743863851524,0.999991219874902,0.193088743777935
M2181,2,181,0.0980942579829885,0.492,1000,0.0349250842868588,0.0375733760854238,0.999991219874902,0.195374058142363
M9914,5,1914,0.0982100768561157,0.4905,1000,0.0349250842868588,0.0375715490669768,0.999991219874902,0.190027044140834
M431,1,431,0.0982186291854774,0.4935,1000,0.0349250842868588,0.037571414249103,0.999991219874902,0.192214451512314
M7662,4,1662,0.0982505792879675,0.476,1000,0.0349250842868588,0.0375709107050246,0.999991219874902,-0.194651407748836
M9495,5,1495,0.0987729814727354,0.498,1000,0.0349250842868588,0.0375627027608114,0.999991219874902,-0.193322571469423
M6618,4,618,0.0987876452399172,0.475,1000,0.0349250842868588,0.0375624730497384,0.999991219874902,0.193539631601141
M122,1,122,0.0987899705231883,0.494,1000,0.0349250842868588,0.0375624366270927,0.999991219874902,0.193462370029749
M3448,2,1448,0.0988934189972914,0.494,1000,0.0349250842868588,0.0375608171841036,0.999991219874902,-0.190970096975718
M4752,3,752,0.0989129425329826,0.497,1000,0.0349250842868588,0.0375605117589297,0.999991219874902,0.189486699374356
M4853,3,853,0.098925712358824,0.479,1000,0.0349250842868588,0.0375603120240811,0.999991219874902,0.194229078730984
M8294,5,294,0.0989945459538942,0.4915,1000,0.0349250842868588,0.037559235872152,0.999991219874902,-0.193476374777731
M2362,2,362,0.0990020861660328,0.493,1000,0.0349250842868588,0.0375591180373573,0.999991219874902,0.195325478807547
M5689,3,1689,0.0991116627315003,0.4995,1000,0.0349250842868588,0.037557406734,0.999991219874902,0.192526913419101
M2551,2,551,0.0995283594268016,0.485,1000,0.0349250842868588,0.0375509178419078,0.999991219874902,0.196737844334052
M8977,5,977,0.0996209962737688,0.499,1000,0.0349250842868588,0.0375494793162477,0.999991219874902,-0.190373584718714
M4091,3,91,0.099626396346222,0.4935,1000,0.0349250842868588,0.0375493955055078,0.999991219874902,0.19242401808873
M6328,4,328,0.0997987279836968,0.496,1000,0.0349250842868588,0.0375467234726495,0.999991219874902,-0.191752134257342
M356,1,356,0.0997987336025342,0.49,1000,0.0349250842868588,0.0375467233856139,0.999991219874902,-0.192375244829464
M1249,1,1249,0.100007033325547,0.4965,1000,0.0349250842868588,0.0375435003889937,0.999991219874902,-0.188860684272015
M4830,3,830,0.100561411530189,0.486,1000,0.0349250842868588,0.037534958212786,0.999991219874902,-0.190072384373138
M7561,4,1561,0.100763722162249,0.488,1000,0.0349250842868588,0.0375318537194155,0.999991219874902,0.191698559891393
M8765,5,765,0.100776968531659,0.4925,1000,0.0349250842868588,0.0375316506894398,0.999991219874902,0.191750595174881
M2075,2,75,0.101071466473765,0.498,1000,0.0349250842868588,0.0375271443829246,0.999991219874902,-0.189975279753526
M2199,2,199,0.10124692528391,0.494,1000,0.0349250842868588,0.0375244663988819,0.999991219874902,-0.189572982417872
M8720,5,720,0.101373910351651,0.4885,1000,0.0349250842868588,0.0375225314243456,0.999991219874902,0.189973158735597
M8151,5,151,0.101463357345049,0.499,1000,0.0349250842868588,0.0375211700400613,0.999991219874902,0.190892805391741
M1904,1,1904,0.101532812140371,0.4815,1000,0.0349250842868588,0.0375201138432092,0.999991219874902,-0.188758508466492
M7093,4,1093,0.101579269822057,0.4905,1000,0.0349250842868588,0.0375194078041607,0.999991219874902,-0.189238416664182
M1037,1,1037,0.101606074643225,0.4975,1000,0.0349250842868588,0.0375190005996217,0.999991219874902,0.194420423995155
M2601,2,601,0.101635159569857,0.4995,1000,0.0349250842868588,0.0375185588899731,0.999991219874902,0.193097930356771
M771,1,771,0.101650523144731,0.4775,1000,0.0349250842868588,0.0375183256208744,0.999991219874902,0.196057118811439
M7935,4,1935,0.101652818911363,0.496,1000,0.0349250842868588,0.0375182907669805,0.999991219874902,-0.190574958133197
M7914,4,1914,0.101693591625924,0.4995,1000,0.0349250842868588,0.0375176719068261,0.999991219874902,0.188805910430119
M2221,2,221,0.102039542236025,0.5,1000,0.0349250842868588,0.0375124318757356,0.999991219874902,-0.190574047470363
M2082,2,82,0.102068568353017,0.475,1000,0.0349250842868588,0.0375119931090678,0.999991219874902,0.194508743436813
M6525,4,525,0.102224031207899,0.483,1000,0.0349250842868588,0.0375096454141843,0.999991219874902,0.19283630334661
M7606,4,1606,0.10230758813228,0.494,1000,0.0349250842868588,0.0375083852093474,0.999991219874902,-0.195580018554949
M2345,2,345,0.102714483263705,0.498,1000,0.0349250842868588,0.0375022644923981,0.999991219874902,0.188919085411555
M7772,4,1772,0.102932684373898,0.47,1000,0.0349250842868588,0.0374989931375613,0.999991219874902,0.192897283928801
M8160,5,160,0.102967774547665,0.477,1000,0.0349250842868588,0.0374984677615851,0.999991219874902,-0.191417656405577
M5883,3,1883,0.103135644092569,0.494,1000,0.0349250842868588,0.0374959571023726,0.999991219874902,0.188698769947052
M2300,2,300,0.103148310065283,0.4765,1000,0.0349250842868588,0.0374957678516544,0.999991219874902,0.189430289146117
M8362,5,362,0.103162078605287,0.4835,1000,0.0349250842868588,0.0374955621556409,0.999991219874902,0.194968570617675
M2760,2,760,0.103162360348357,0.4905,1000,0.0349250842868588,0.0374955579468325,0.999991219874902,-0.192911710969781
M3029,2,1029,0.103406756453745,0.499,1000,0.0349250842868588,0.0374919117854795,0.999991219874902,-0.188258801009113
M6600,4,600,0.103695383327343,0.4955,1000,0.0349250842868588,0.0374876178893924,0.999991219874902,-0.18976841002808
M9197,5,1197,0.103768621132198,0.475,1000,0.0349250842868588,0.0374865304163103,0.999991219874902,-0.193718088960111
M797,1,797,0.10380813789408,0.492,1000,0.0349250842868588,0.0374859440003396,0.999991219874902,-0.18675575584524
M7576,4,1576,0.104024541445169,0.4925,1000,0.0349250842868588,0.0374827369764018,0.999991219874902,-0.188876633418886
M6194,4,194,0.104077203481467,0.4705,1000,0.0349250842868588,0.0374819576505239,0.999991219874902,0.188156213355569
M696,1,696,0.104317550086434,0.4785,1000,0.0349250842868588,0.0374784063334526,0.999991219874902,-0.188245703587029
M1161,1,1161,0.104405948221602,0.4845,1000,0.0349250842868588,0.0374771024358641,0.999991219874902,-0.191973720271221
M3759,2,1759,0.104628566638644,0.496,1000,0.0349250842868588,0.0374738241091239,0.999991219874902,0.185528556279507
M3097,2,1097,0.104677248819748,0.472,1000,0.0349250842868588,0.0374731082245554,0.999991219874902,-0.189310955136875
M9453,5,1453,0.104833970401962,0.479,1000,0.0349250842868588,0.0374708060700684,0.999991219874902,0.191804283063504
M9912,5,1912,0.104875826392166,0.4825,1000,0.0349250842868588,0.0374701918673463,0.999991219874902,-0.189772983852095
M705,1,705,0.104877904085261,0.498,1000,0.0349250842868588,0.0374701613858952,0.999991219874902,-0.189135938555808
M8055,5,55,0.10488060386069,0.4965,1000,0.0349250842868588,0.0374701217789746,0.999991219874902,-0.189433863023226
M2325,2,325,0.105186161493679,0.487,1000,0.0349250842868588,0.0374656463256811,0.999991219874902,0.187572272374382
M3447,2,1447,0.105208486529716,0.497,1000,0.0349250842868588,0.0374653198939753,0.999991219874902,0.193523816457969
M4507,3,507,0.105278743563938,0.494,1000,0.0349250842868588,0.0374642931071527,0.999991219874902,-0.190991603745033
M2441,2,441,0.105311364266388,0.4905,1000,0.0349250842868588,0.03746381662039,0.999991219874902,0.187974353105631
M5968,3,1968,0.105547727599732,0.496,1000,0.0349250842868588,0.0374603689216139,0.999991219874902,0.191311159464931
M5219,3,1219,0.105751975060727,0.49,1000,0.0349250842868588,0.0374573964987719,0.999991219874902,-0.189457012853779
M3043,2,1043,0.105900470500155,0.4995,1000,0.0349250842868588,0.0374552393922233,0.999991219874902,0.187022297509941
M8705,5,705,0.105916940141892,0.471,1000,0.0349250842868588,0.0374550003519856,0.999991219874902,-0.188299652166336
M671,1,671,0.105991875243191,0.4805,1000,0.0349250842868588,0.0374539132596694,0.999991219874902,0.191428584695018
M6694,4,694,0.106029608411452,0.487,1000,0.0349250842868588,0.0374533661796195,0.999991219874902,0.189133209524016
M39,1,39,0.106163322162515,0.471,1000,0.0349250842868588,0.0374514292304339,0.999991219874902,-0.187867561469432
M5021,3,1021,0.106183348173991,0.4825,1000,0.0349250842868588,0.037451139368557,0.999991219874902,0.187530517939592
M4670,3,670,0.106261044381071,0.4805,1000,0.0349250842868588,0.0374500153408412,0.999991219874902,-0.187572869981693
M4747,3,747,0.106416389143689,0.4905,1000,0.0349250842868588,0.0374477706790808,0.999991219874902,0.188406630666123
M1329,1,1329,0.106513455324091,0.4955,1000,0.0349250842868588,0.0374463699429342,0.999991219874902,0.187872076377857
M5638,3,1638,0.106577200056347,0.489,1000,0.0349250842868588,0.0374454508223239,0.999991219874902,-0.191866753245222
M5133,3,1133,0.106590702196293,0.493,1000,0.0349250842868588,0.0374452562155868,0.999991219874902,-0.18571496815963
M4328,3,328,0.106731877362078,0.492,1000,0.0349250842868588,0.037443223074287,0.999991219874902,0.18823374501568
M9539,5,1539,0.106873820874327,0.493,1000,0.0349250842868588,0.0374411818442761,0.999991219874902,-0.19136073898585
M2745,2,745,0.106887257940859,0.496,1000,0.0349250842868588,0.0374409887658278,0.999991219874902,-0.188826650662406
M757,1,757,0.106898138632837,0.4995,1000,0.0349250842868588,0.0374408324397012,0.999991219874902,0.191641566948419
M8686,5,686,0.106937115539977,0.4795,1000,0.0349250842868588,0.0374402725903906,0.999991219874902,-0.186972826964677
M8144,5,144,0.107102622406731,0.4705,1000,0.0349250842868588,0.037437897808463,0.999991219874902,-0.187806352835992
M3030,2,1030,0.107132953134537,0.4895,1000,0.0349250842868588,0.0374374630440609,0.999991219874902,-0.187495362161712
M5665,3,1665,0.107157583682636,0.4915,1000,0.0349250842868588,0.0374371100862562,0.999991219874902,0.18873235989156
M3693,2,1693,0.107279410414513,0.4965,1000,0.0349250842868588,0.0374353656092287,0.999991219874902,0.188861321079628
M602,1,602,0.107363887769443,0.488,1000,0.0349250842868588,0.0374341572281006,0.999991219874902,0.186633926103127
M7000,4,1000,0.107445080340609,0.4995,1000,0.0349250842868588,0.0374329968176921,0.999991219874902,0.184703140723684
M629,1,629,0.107449093585265,0.494,1000,0.0349250842868588,0.037432939485093,0.999991219874902,0.186551400881456
M1926,1,1926,0.107511070525271,0.487,1000,0.0349250842868588,0.0374320543907934,0.999991219874902,-0.186900036108341
M4879,3,879,0.107675900276458,0.499,1000,0.0349250842868588,0.0374297031796197,0.999991219874902,-0.185679873700906
M4356,3,356,0.107912791071133,0.494,1000,0.0349250842868588,0.0374263309759942,0.999991219874902,0.186604863488867
M2428,2,428,0.108008423207791,0.497,1000,0.0349250842868588,0.0374249719325687,0.999991219874902,0.18498889404998
M9105,5,1105,0.108024304296542,0.488,1000,0.0349250842868588,0.0374247463720205,0.999991219874902,0.187225871414512
M1787,1,1787,0.108061760676463,0.4925,1000,0.0349250842868588,0.0374242145200414,0.999991219874902,0.185967781193938
M6717,4,717,0.108439932041145,0.487,1000,0.0349250842868588,0.0374188561052594,0.999991219874902,0.1855374867759
M8336,5,336,0.108547042310393,0.488,1000,0.0349250842868588,0.0374173421646927,0.999991219874902,-0.189609649383442
M9037,5,1037,0.109009993246535,0.495,1000,0.0349250842868588,0.0374108174754185,0.999991219874902,-0.18741206261376
M971,1,971,0.109160495323815,0.4845,1000,0.0349250842868588,0.0374087029098908,0.999991219874902,-0.187608340277677
M3758,2,1758,0.109164061434638,0.473,1000,0.0349250842868588,0.0374086528446808,0.999991219874902,0.185660165194463
M1029,1,1029,0.109313536822503,0.4965,1000,0.0349250842868588,0.0374065559528048,0.999991219874902,0.185245060723958
M3870,2,1870,0.109441310029076,0.493,1000,0.0349250842868588,0.0374047660067675,0.999991219874902,-0.187426949443875
M3367,2,1367,0.109467684255051,0.499,1000,0.0349250842868588,0.0374043968225812,0.999991219874902,-0.184781813221718
M8485,5,485,0.109679449199198,0.4765,1000,0.0349250842868588,0.0374014360993027,0.999991219874902,0.188536909061042
M1976,1,1976,0.109721866061185,0.4965,1000,0.0349250842868588,0.0374008438181157,0.999991219874902,-0.188272031577412
M6189,4,189,0.109742519867224,0.4955,1000,0.0349250842868588,0.0374005555131874,0.999991219874902,-0.188430129955123
M366,1,366,0.109865290253836,0.4885,1000,0.0349250842868588,0.0373988430025564,0.999991219874902,-0.185724867022657
M2721,2,721,0.11001338914577,0.4985,1000,0.0349250842868588,0.0373967799890929,0.999991219874902,0.187968366375117
M2430,2,430,0.110102501391486,0.4835,1000,0.0349250842868588,0.0373955401310406,0.999991219874902,-0.187874847825526
M6925,4,925,0.110198575336905,0.495,1000,0.0349250842868588,0.0373942046490843,0.999991219874902,0.182200716476075
M8097,5,97,0.110226534831611,0.4945,1000,0.0349250842868588,0.0373938162372172,0.999991219874902,0.188300343118556
M74,1,74,0.110362882022993,0.4845,1000,0.0349250842868588,0.0373919236624882,0.999991219874902,0.189679536317271
M9294,5,1294,0.11046123033016,0.479,1000,0.0349250842868588,0.0373905601313582,0.999991219874902,0.188178514710842
M1917,1,1917,0.110502090562254,0.491,1000,0.0349250842868588,0.0373899940256828,0.999991219874902,0.184554737292217
M7089,4,1089,0.110588676208966,0.4745,1000,0.0349250842868588,0.0373887951703802,0.999991219874902,0.182956211693465
M8979,5,979,0.110784344833522,0.4975,1000,0.0349250842868588,0.037386089768503,0.999991219874902,0.18736545642156
M6299,4,299,0.110982575369606,0.496,1000,0.0349250842868588,0.0373833543073262,0.999991219874902,0.187053868714031
M791,1,791,0.111024343743477,0.4875,1000,0.0349250842868588,0.0373827786157583,0.999991219874902,0.18294594242991
M3072,2,1072,0.111214296591539,0.482,1000,0.0349250842868588,0.0373801635116141,0.999991219874902,-0.185334744189277
M9113,5,1113,0.111288711671722,0.5,1000,0.0349250842868588,0.0373791403716442,0.999991219874902,0.185853353571929
M2248,2,248,0.111374805985436,0.481,1000,0.0349250842868588,0.0373779575931377,0.999991219874902,0.186921856494337
M3075,2,1075,0.111627993103439,0.498,1000,0.0349250842868588,0.0373744850957242,0.999991219874902,-0.187863837068733
M5205,3,1205,0.111689871827936,0.4975,1000,0.0349250842868588,0.0373736377403128,0.999991219874902,-0.18402121745595
M6332,4,332,0.111858267848125,0.492,1000,0.0349250842868588,0.0373713343754923,0.999991219874902,-0.180503183502196
M3499,2,1499,0.111887640052432,0.4865,1000,0.0349250842868588,0.0373709330063721,0.999991219874902,0.188721896631478
M2085,2,85,0.111978028924214,0.493,1000,0.0349250842868588,0.0373696985771825,0.999991219874902,0.183339171478224
M9435,5,1435,0.112102141317323,0.487,1000,0.0349250842868588,0.0373680053790296,0.999991219874902,-0.18342218570848
M24,1,24,0.112404863417195,0.4815,1000,0.0349250842868588,0.0373638841605159,0.999991219874902,-0.188972796921689
M5633,3,1633,0.112476533855726,0.4675,1000,0.0349250842868588,0.0373629102406583,0.999991219874902,-0.185279828838134
M5726,3,1726,0.112624261551034,0.4885,1000,0.0349250842868588,0.0373609049467944,0.999991219874902,-0.185243636769485
M9892,5,1892,0.112661832140002,0.484,1000,0.0349250842868588,0.0373603954166793,0.999991219874902,0.184435388851682
